i  wish  i  had  a  talent  like  that.	i'm  sure  you  have  a  talent.  it's  just  hidden. 
,what  kinds  of  things  do  you  like  to  do?	i've  always  liked  to  draw  and  paint. 
,i've  always  liked  to  draw  and  paint.	i  didn't  know  you  knew  how  to  draw  and  paint. 
,i  didn't  know  you  knew  how  to  draw  and  paint.	i  do  it  every  once  in  a  while. 
,i  do  it  every  once  in  a  while.	how  long  have  you  known  how  to  do  that? 
,how  long  have  you  known  how  to  do  that?	i  first  learned  how  to  do  it  in  high  school. 
,i  first  learned  how  to  do  it  in  high  school.	did  you  take  some  sort  of  art  class  or  something? 
,did  you  take  some  sort  of  art  class  or  something?	that  was  my  favorite  class. 
,that  was  my  favorite  class.	you  have  got  to  be  talented. 
,you  have  got  to  be  talented.	thanks. 
,thanks.	if  only  i  was  talented. 
,if  only  i  was  talented.	you  have  a  talent.  you  just  don't  know  what  it  is  yet. 
,are  there  any  hobbies  you  do?	when  i  have  time ,  i  sometimes  draw  and  paint. 
,when  i  have  time ,  i  sometimes  draw  and  paint.	oh ,  you  actually  do  that? 
,oh ,  you  actually  do  that?	every  so  often ,  i  do. 
,every  so  often ,  i  do.	did  you  always  know  how  to  draw  and  paint? 
,did  you  always  know  how  to  draw  and  paint?	i  was  taught  in  high  school  how  to  draw  and  paint. 
,i  was  taught  in  high  school  how  to  draw  and  paint.	you  had  an  art  class? 
,you  had  an  art  class?	exactly ,  it  was  my  favorite  class. 
,exactly ,  it  was  my  favorite  class.	well ,  it's  good  that  you're  so  talented. 
,well ,  it's  good  that  you're  so  talented.	i  appreciate  that. 
,i  appreciate  that.	talent  is  a  great  thing ,  i  wish  i  had  one. 
,what's  your  favorite  movie?	my  favorite  movie  is  superbad. 
,my  favorite  movie  is  superbad.	oh ,  why  is  that? 
,oh ,  why  is  that?	it's  the  funniest  movie  that  i've  ever  seen. 
,it's  the  funniest  movie  that  i've  ever  seen.	that's  true.  it  is  a  very  funny  movie. 
,that's  true.  it  is  a  very  funny  movie.	you've  seen  it  before? 
,you've  seen  it  before?  	yes ,  i  saw  that  movie  the  first  day  it  came  out  in  theaters. 
,yes ,  i  saw  that  movie  the  first  day  it  came  out  in  theaters.	didn't  you  laugh  through  the  whole  movie?  i  did. 
,didn't  you  laugh  through  the  whole  movie?  i  did.	me  too.  that  movie  brought  tears  to  my  eyes. 
,me  too.  that  movie  brought  tears  to  my  eyes.	mine  too. 
,mine  too.	i  have  it  on  dvd  at  my  house  if  you  want  to  come  over  and  watch  it. 
,i  have  it  on  dvd  at  my  house  if  you  want  to  come  over  and  watch  it.	sure ,  let's  go. 
,which  movie  is  your  favorite  to  watch?	i  have  to  say ,  my  favorite  movie  is  superbad. 
,i  have  to  say ,  my  favorite  movie  is  superbad.	is  that  right?  why? 
,is  that  right?  why?	honestly ,  it  is  one  of  the  funniest  movies  i've  seen  in  a  long  time. 
,honestly ,  it  is  one  of  the  funniest  movies  i've  seen  in  a  long  time.	you're  right.  that  movie  is  hilarious. 
,you're  right.  that  movie  is  hilarious.	i  didn't  think  you  saw  that  movie. 
,i  didn't  think  you  saw  that  movie.	i  went  to  see  it  the  day  it  came  out. 
,i  went  to  see  it  the  day  it  came  out.	i  was  laughing  through  the  whole  movie. 
,i  was  laughing  through  the  whole  movie.	i  couldn't  help  laughing ,  either. 
,i  couldn't  help  laughing ,  either.  	same  here. 
,same  here.	i  bought  the  movie.  would  you  like  to  come  to  my  house  and  watch  it? 
,i  bought  the  movie.  would  you  like  to  come  to  my  house  and  watch  it?	of  course. 
,out  of  every  movie  that  you've  seen ,  which  one  is  your  favorite?	i'm  going  to  have  to  say  that  superbad  is  the  best  movie  ever. 
,i'm  going  to  have  to  say  that  superbad  is  the  best  movie  ever.	you  think  so ,  how  come? 
,you  think  so ,  how  come?	well ,  superbad  is  super  funny. 
,well ,  superbad  is  super  funny.	you're  not  lying ,  i  found  that  movie  absolutely  hilarious. 
,you're  not  lying ,  i  found  that  movie  absolutely  hilarious.	i  didn't  know  that  you  saw  superbad  before. 
,i  didn't  know  that  you  saw  superbad  before.	i  made  sure  to  be  in  line  to  see  it  the  first  day  it  came  out. 
