which  one?	any  one.  i  need  to  sharpen  this  pencil. 
,any  one.  i  need  to  sharpen  this  pencil.	i  think  there's  one  on  the  dining  room  table. 
,i  think  there's  one  on  the  dining  room  table.	i  already  looked  there. 
,i  already  looked  there.	did  you  look  in  the  desk  drawer? 
,did  you  look  in  the  desk  drawer?	yes ,  i  looked  there ,  too. 
,yes ,  i  looked  there ,  too.	don't  we  have  about  five  sharpeners? 
,don't  we  have  about  five  sharpeners?	yes ,  but  they  seem  to  have  legs. 
,yes ,  but  they  seem  to  have  legs.	tomorrow  i'm  going  to  buy  an  electric  sharpener. 
,tomorrow  i'm  going  to  buy  an  electric  sharpener.	get  one  with  the  rubber  suction  cups  on  the  bottom. 
,get  one  with  the  rubber  suction  cups  on  the  bottom.	yes.  that  way  it  will  stay  where  i  put  it. 
,i'm  trying  to  stretch  my  dollars.	how  are  you  doing  that? 
,how  are  you  doing  that?	i  started  shopping  at  the  dollar  store. 
,i  started  shopping  at  the  dollar  store.	that  saves  a  lot  of  money. 
,that  saves  a  lot  of  money.	i  bought  three  pounds  of  potatoes  for  a  dollar. 
,i  bought  three  pounds  of  potatoes  for  a  dollar.	that's  a  good  deal. 
,that's  a  good  deal.	yes ,  even  though  some  of  the  potatoes  had  eyes. 
,yes ,  even  though  some  of  the  potatoes  had  eyes.	just  put  them  in  the  fridge. 
,just  put  them  in  the  fridge.	also ,  i  bought  a  can  of  cheap  coffee  and  a  bag  of  good  coffee. 
,also ,  i  bought  a  can  of  cheap  coffee  and  a  bag  of  good  coffee.	why  did  you  do  that? 
,why  did  you  do  that?	i  mixed  them  together. 
,i  mixed  them  together.	if  the  coffee  still  tastes  okay ,  that's  a  good  idea. 
,i  really  like  this  house.	can  we  afford  it? 
,can  we  afford  it?	they  want  20  percent  down. 
,they  want  20  percent  down.	that's  a  lot  of  money. 
,that's  a  lot  of  money.	but  the  house  is  so  nice. 
,but  the  house  is  so  nice.	it's  in  a  great  neighborhood. 
,it's  in  a  great  neighborhood.	it's  close  to  the  beach. 
,it's  close  to  the  beach.	it's  close  to  the  freeways. 
,it's  close  to  the  freeways.	it's  got  a  big  yard. 
,it's  got  a  big  yard.	the  kids  love  the  house ,  too. 
,the  kids  love  the  house ,  too.	if  we  don't  buy  it ,  someone  else  will. 
,if  we  don't  buy  it ,  someone  else  will.	you're  right.  let's  buy  it  now.  we  can  worry  later. 
,we  can't  afford  this  house.	are  you  sure? 
,are  you  sure?	we  will  be  house  rich ,  but  cash  poor. 
,we  will  be  house  rich ,  but  cash  poor.	what  do  you  mean? 
,what  do  you  mean?	our  monthly  payments  will  be  too  high. 
,our  monthly  payments  will  be  too  high.	we  won't  have  any  money  for  other  things? 
,we  won't  have  any  money  for  other  things?	no ,  we  won't  have  money  for  gas  or  food. 
,no ,  we  won't  have  money  for  gas  or  food.	we'll  be  eating  peanut  butter  sandwiches? 
,we'll  be  eating  peanut  butter  sandwiches?	without  the  peanut  butter! 
,without  the  peanut  butter!	that's  no  good! 
,that's  no  good!	we  have  to  find  a  cheaper  house. 
,we  have  to  find  a  cheaper  house.	of  course.  we  can't  live  without  gas  or  peanut  butter. 
,that  is  a  beautiful  house.	i  don't  like  it. 
,i  don't  like  it.	what's  the  matter  with  it? 
,what's  the  matter  with  it?	it's  on  the  corner. 
,it's  on  the  corner.	so? 
,so?	that  means  it  gets  twice  as  much  traffic. 
,that  means  it  gets  twice  as  much  traffic.	you're  right. 
,you're  right.	when  you're  inside ,  you  will  always  hear  cars  stopping  and  stopping  at  the  intersection. 
