what's  the  matter  with  the  produce?	do  you  think  the  bananas  fell  from  the  sky? 
,do  you  think  the  bananas  fell  from  the  sky?	what  do  you  mean? 
,what  do  you  mean?	i  mean ,  someone  used  their  dirty  hands  to  pick  the  bananas ,  the  apples ,  and  the  oranges. 
,i  mean ,  someone  used  their  dirty  hands  to  pick  the  bananas ,  the  apples ,  and  the  oranges.	well ,  you  better  save  a  wipe  for  the  dirty  dollar  bills  you're  going  to  pay  with. 
,did  you  go  to  the  99  cents  store?	yes ,  i  did. 
,yes ,  i  did.	what  did  you  buy? 
,what  did  you  buy?	well ,  i  got  a  lot  of  good  deals ,  as  usual. 
,well ,  i  got  a  lot  of  good  deals ,  as  usual.	like  what? 
,like  what?	well ,  a  dozen  large  eggs  were  only  99  cents. 
,well ,  a  dozen  large  eggs  were  only  99  cents.	that's  a  good  deal. 
,that's  a  good  deal.	and  a  one-pound  tub  of  soft  butter  was  the  same  price. 
,and  a  one-pound  tub  of  soft  butter  was  the  same  price.	another  good  deal. 
,another  good  deal.	but  the  best  deal  was  five  pounds  of  potatoes  for  99  cents. 
,but  the  best  deal  was  five  pounds  of  potatoes  for  99  cents.	i  don't  know  how  that  store  makes  money. 
,i  don't  know  how  that  store  makes  money.	neither  do  i ,  but  they're  doing  something  right. 
,i  need  a  new  computer.	what's  the  matter  with  yours? 
,what's  the  matter  with  yours?	it's  six  years  old. 
,it's  six  years  old.	that's  pretty  old. 
,that's  pretty  old.	it  still  works ,  but  i'm  going  to  give  it  to  a  charity. 
,it  still  works ,  but  i'm  going  to  give  it  to  a  charity.	are  you  going  to  buy  a  desktop  or  laptop? 
,are  you  going  to  buy  a  desktop  or  laptop?	oh ,  a  laptop ,  of  course. 
,oh ,  a  laptop ,  of  course.	a  pc  or  a  mac? 
,a  pc  or  a  mac?	i  haven't  decided  yet. 
,i  haven't  decided  yet.	more  and  more  people  are  using  macs. 
,more  and  more  people  are  using  macs.	but  90  percent  of  the  world  uses  pcs. 
,but  90  percent  of  the  world  uses  pcs.	and  that's  not  going  to  change  anytime  soon. 
,i  got  ripped  off.	what  happened? 
,what  happened?	i  had  a  car  problem ,  so  i  went  online. 
,i  had  a  car  problem ,  so  i  went  online.	did  you  find  a  solution? 
,did  you  find  a  solution?	yes ,  i  did.  a  site  i  went  to  said  they  would  send  me  the  solution. 
,yes ,  i  did.  a  site  i  went  to  said  they  would  send  me  the  solution.	so ,  what's  the  problem? 
,so ,  what's  the  problem?	i  sent  them  $20  using  my  credit  card ,  but  they  never  sent  me  the  solution. 
,i  sent  them  $20  using  my  credit  card ,  but  they  never  sent  me  the  solution.	what  are  you  going  to  do? 
,what  are  you  going  to  do?	i  sent  them  an  email  asking  for  my  money  back. 
,i  sent  them  an  email  asking  for  my  money  back.	have  you  heard  from  them? 
,have  you  heard  from  them?	not  yet.  it's  been  a  week. 
,not  yet.  it's  been  a  week.	well ,  i  guess  that's  a  $20  lesson  for  you. 
,where's  the  pencil  sharpener?	which  one? 
,which  one?	any  one.  i  need  to  sharpen  this  pencil. 
,any  one.  i  need  to  sharpen  this  pencil.	i  think  there's  one  on  the  dining  room  table. 
,i  think  there's  one  on  the  dining  room  table.	i  already  looked  there. 
,i  already  looked  there.	did  you  look  in  the  desk  drawer? 
,did  you  look  in  the  desk  drawer?	yes ,  i  looked  there ,  too. 
,yes ,  i  looked  there ,  too.	don't  we  have  about  five  sharpeners? 
,don't  we  have  about  five  sharpeners?	yes ,  but  they  seem  to  have  legs. 
,yes ,  but  they  seem  to  have  legs.	tomorrow  i'm  going  to  buy  an  electric  sharpener. 
,tomorrow  i'm  going  to  buy  an  electric  sharpener.	get  one  with  the  rubber  suction  cups  on  the  bottom. 
,get  one  with  the  rubber  suction  cups  on  the  bottom.	yes.  that  way  it  will  stay  where  i  put  it. 
,i'm  trying  to  stretch  my  dollars.	how  are  you  doing  that? 
,how  are  you  doing  that?	i  started  shopping  at  the  dollar  store. 
