anywhere  else?	then  we  went  to  a  jazz  club. 
,then  we  went  to  a  jazz  club.	that  sounds  like  a  nice  date. 
,that  sounds  like  a  nice  date.	yes ,  it  was  pleasant. 
,yes ,  it  was  pleasant.	but  you  won't  date  him  again? 
,but  you  won't  date  him  again?	no.  he  was  nice ,  but  there  was  no  chemistry. 
,i  had  the  worst  date  the  other  night.	what  happened? 
,what  happened?	first  of  all ,  he  was  half  an  hour  late. 
,first  of  all ,  he  was  half  an  hour  late.	that's  not  a  good  start. 
,that's  not  a  good  start.	then  he  didn't  bother  to  apologize. 
,then  he  didn't  bother  to  apologize.	that's  rude. 
,that's  rude.	then  he  drove  too  fast  to  the  restaurant. 
,then  he  drove  too  fast  to  the  restaurant.	that's  dangerous. 
,that's  dangerous.	i  thought  about  getting  out  and  taking  a  taxi  home. 
,i  thought  about  getting  out  and  taking  a  taxi  home.	what  happened  at  the  restaurant? 
,what  happened  at  the  restaurant?	we  had  a  $40  meal ,  and  he  left  a  $1  tip! 
,we  had  a  $40  meal ,  and  he  left  a  $1  tip!	i  guess  you  can't  go  back  to  that  restaurant. 
,i  don't  like  that  man.	why  not? 
,why  not?	he's  a  dirty  old  man. 
,he's  a  dirty  old  man.	what  do  you  mean? 
,what  do  you  mean?	he's  old  enough  to  be  my  father ,  yet  he  asked  me  out. 
,he's  old  enough  to  be  my  father ,  yet  he  asked  me  out.	well ,  you  can't  blame  a  man  for  asking. 
,well ,  you  can't  blame  a  man  for  asking.	he  should  act  his  age. 
,he  should  act  his  age.	but  a  lot  of  old  people  are  still  interested  in  dating. 
,but  a  lot  of  old  people  are  still  interested  in  dating.	they  should  find  a  nice  hobby. 
,they  should  find  a  nice  hobby.	just  wait  until  you're  50  years  old. 
,just  wait  until  you're  50  years  old.	dating  will  be  the  furthest  thing  from  my  mind. 
,dating  will  be  the  furthest  thing  from  my  mind.	that's  what  you  say  now.  wait  till  you're  50. 
,does  your  girlfriend  ever  make  you  angry?	sometimes. 
,sometimes.	what  does  she  do? 
,what  does  she  do?	just  yesterday ,  i  told  her  i  wouldn't  trade  her  for  all  the  money  in  the  world. 
,just  yesterday ,  i  told  her  i  wouldn't  trade  her  for  all  the  money  in  the  world.	that  was  a  nice  thing  to  say. 
,that  was  a  nice  thing  to  say.	that's  what  i  thought. 
,that's  what  i  thought.	what  did  she  say? 
,what  did  she  say?	she  laughed!  she  didn't  believe  me. 
,she  laughed!  she  didn't  believe  me.	that  wasn't  very  nice  of  her. 
,that  wasn't  very  nice  of  her.	she  said  that  nothing  is  more  important  to  me  than  money. 
,she  said  that  nothing  is  more  important  to  me  than  money.	what  did  you  say? 
,what  did  you  say?	i  told  her  i  wouldn't  trade  her  for  any  other  woman  in  the  world. 
,some  people  have  good  noses.	i  wish  i  had  a  good  nose.  mine  is  way  too  big. 
,i  wish  i  had  a  good  nose.  mine  is  way  too  big.	i  don't  mean  good-looking.  i  mean  good-smelling. 
,i  don't  mean  good-looking.  i  mean  good-smelling.	oh.  but  that  can  be  a  curse. 
,oh.  but  that  can  be  a  curse.	yes ,  because  you  can  be  too  sensitive  to  odors. 
,yes ,  because  you  can  be  too  sensitive  to  odors.	i'll  say.  my  girlfriend  has  a  nose  like  a  drug  dog. 
,i'll  say.  my  girlfriend  has  a  nose  like  a  drug  dog.	did  she  catch  you  using  drugs? 
,did  she  catch  you  using  drugs?	sort  of.  she  knows  whenever  i  sneak  a  cigarette. 
,sort  of.  she  knows  whenever  i  sneak  a  cigarette.	you  don't  need  a  good  nose  for  thatÂ—cigarettes  stink. 
,you  don't  need  a  good  nose  for  thatÂ—cigarettes  stink.	but  when  i  sneak  just  one  cigarette  in  the  morning ,  she  can  smell  it  that  evening! 
,but  when  i  sneak  just  one  cigarette  in  the  morning ,  she  can  smell  it  that  evening!	boy ,  that  is  a  good  nose. 
,boy ,  that  is  a  good  nose.	i  told  her  she  should  apply  for  a  job  at  customs. 
,let's  go  out  to  eat.	that  sounds  like  fun. 

