i  would  if  i  had  the  money.	well ,  i  guess  you  have  to  live  with  it. 
,well ,  i  guess  you  have  to  live  with  it.	sometimes  i  want  to  throw  it  out  the  window. 
,sometimes  i  want  to  throw  it  out  the  window.	you  don't  want  to  do  that. 
,you  don't  want  to  do  that.	why  not? 
,why  not?	you  might  hit  someone  in  the  head. 
,what's  for  dinner?	i'm  not  sure. 
,i'm  not  sure.	how  about  a  pizza? 
,how  about  a  pizza?	you  had  pizza  for  lunch. 
,you  had  pizza  for  lunch.	but  i  love  pizza. 
,but  i  love  pizza.	everybody  loves  pizza. 
,everybody  loves  pizza.	so  why  can't  i  have  pizza  for  dinner? 
,so  why  can't  i  have  pizza  for  dinner?	because  you  need  variety. 
,because  you  need  variety.	what's   "variety? 
,what's   "variety?	different  thingsÂ—not  the  same  thing  all  the  time. 
,different  thingsÂ—not  the  same  thing  all  the  time.	you  mean ,  like  a  pepperoni  pizza  instead  of  a  cheese  pizza? 
,you  mean ,  like  a  pepperoni  pizza  instead  of  a  cheese  pizza?	no ,  i  mean  a  salad  instead  of  a  pizza. 
,we  need  to  save  money.	why  do  we  need  to  save  money? 
,why  do  we  need  to  save  money?	because  we  need  to  buy  a  house. 
,because  we  need  to  buy  a  house.	but  a  house  is  so  expensive. 
,but  a  house  is  so  expensive.	that's  why  we  need  to  save  money. 
,that's  why  we  need  to  save  money.	how  much  do  we  need  to  save? 
,how  much  do  we  need  to  save?	we  need  to  save  enough  for  a  down  payment. 
,we  need  to  save  enough  for  a  down  payment.	how  much  is  that? 
,how  much  is  that?	that's  about  $30 ,000. 
,that's  about  $30 ,000.	thirty  thousand  dollars!  that  will  take  forever. 
,thirty  thousand  dollars!  that  will  take  forever.	not  if  we  save  every  penny. 
,not  if  we  save  every  penny.	okay.  here's  seven  pennies. 
,the  ocean  is  so  big.	you  can't  see  the  end  of  it. 
,you  can't  see  the  end  of  it.	it  goes  on  and  on  forever. 
,it  goes  on  and  on  forever.	and  it's  deep ,  too. 
,and  it's  deep ,  too.	i  think  it's  five  miles  deep. 
,i  think  it's  five  miles  deep.	are  there  fish  at  the  bottom? 
,are  there  fish  at  the  bottom?	there  are  fish  at  the  top  and  the  bottom. 
,there  are  fish  at  the  top  and  the  bottom.	are  there  more  fish  or  more  people? 
,are  there  more  fish  or  more  people?	i  think  there  are  more  fish. 
,i  think  there  are  more  fish.	i  hope  so.  i  love  to  eat  fish. 
,i'm  upset  with  my  mom.	why  is  that? 
,why  is  that?	i  warned  her  about  her  new  boyfriend.  she  didn't  listen  to  me. 
,i  warned  her  about  her  new  boyfriend.  she  didn't  listen  to  me.	what  happened? 
,what  happened?	i  gave  her  $1 ,000  for  her  birthday.  i  told  her  to  spend  it  on  herself. 
,i  gave  her  $1 ,000  for  her  birthday.  i  told  her  to  spend  it  on  herself.	that  was  very  nice  of  you. 
,that  was  very  nice  of  you.	i  found  out  that  she  gave  it  to  her  new  boyfriend. 
,i  found  out  that  she  gave  it  to  her  new  boyfriend.	why  did  she  do  that? 
,why  did  she  do  that?	he  said  he  would  buy  her  a  nice  ring. 
,he  said  he  would  buy  her  a  nice  ring.	what's  wrong  with  that? 
,what's  wrong  with  that?	he  went  to  las  vegas.  he  lost  it  all  gambling. 
,he  went  to  las  vegas.  he  lost  it  all  gambling.	i  hope  your  mom  broke  up  with  him. 
,do  animals  talk  to  each  other?	of  course  they  talk  to  each  other. 
,of  course  they  talk  to  each  other.	what  do  they  talk  about? 
,what  do  they  talk  about?	they  talk  about  other  animals. 
