my  parents  go  to  church  every  sunday.	they  trust  in  god. 
,they  trust  in  god.	they  hope  they  will  go  to  heaven. 
,they  hope  they  will  go  to  heaven.	they  probably  will. 
,they  probably  will.	but  no  one  knows  for  sure. 
,but  no  one  knows  for  sure.	that's  for  sure. 
,that's  for  sure.	no  one  knows  what  happens  after  we  die. 
,no  one  knows  what  happens  after  we  die.	if  we  are  good ,  we  will  be  happy  in  heaven  with  god. 
,if  we  are  good ,  we  will  be  happy  in  heaven  with  god.	that's  what  many  people  believe. 
,that's  what  many  people  believe.	if  we  are  bad ,  we  will  be  unhappy  forever  in  hell. 
,if  we  are  bad ,  we  will  be  unhappy  forever  in  hell.	i  don't  want  to  go  to  hell. 
,i  don't  want  to  go  to  hell.	let's  go  to  church  with  your  parents  on  sunday. 
,my  husband  died.	i'm  sorry  for  you. 
,i'm  sorry  for  you.	thank  you. 
,thank  you.	when  did  he  die? 
,when  did  he  die?	a  couple  of  months  ago. 
,a  couple  of  months  ago.	you  still  miss  him. 
,you  still  miss  him.	yes ,  but  i  talk  to  him  almost  every  day. 
,yes ,  but  i  talk  to  him  almost  every  day.	when  you  go  to  church? 
,when  you  go  to  church?	no ,  when  i  call  him  on  his  cell  phone. 
,no ,  when  i  call  him  on  his  cell  phone.	what  do  you  mean? 
,what  do  you  mean?	i  buried  him  with  his  cell  phone. 
,i  buried  him  with  his  cell  phone.	what  will  you  do  when  the  battery  dies? 
,today  is  friday  the  thirteenth.	that's  a  bad  day. 
,that's  a  bad  day.	it's  supposed  to  be  unlucky. 
,it's  supposed  to  be  unlucky.	you're  supposed  to  stay  home  all  day. 
,you're  supposed  to  stay  home  all  day.	that's  what  i  do. 
,that's  what  i  do.	my  friend  stayed  in  a  hotel  on  friday  the  thirteenth. 
,my  friend  stayed  in  a  hotel  on  friday  the  thirteenth.	that  was  a  mistake. 
,that  was  a  mistake.	he  stayed  on  the  thirteenth  floor. 
,he  stayed  on  the  thirteenth  floor.	what  happened? 
,what  happened?	someone  stole  his  laptop. 
,someone  stole  his  laptop.	he  was  asking  for  it. 
,he  was  asking  for  it.	he  learned  his  lesson.  he's  home  today. 
,do  you  really  love  me?	of  course. 
,of  course.	prove  it. 
