anything  else?	yes.  it's  not  expensive! 
,i  lost  my  new  pen.	where  did  you  lose  it? 
,where  did  you  lose  it?	i  don't  know. 
,i  don't  know.	when  did  you  lose  it? 
,when  did  you  lose  it?	i  think  i  lost  it  today.  i  used  it  yesterday. 
,i  think  i  lost  it  today.  i  used  it  yesterday.	did  you  check  all  your  pockets? 
,did  you  check  all  your  pockets?	i  checked  all  my  pockets. 
,i  checked  all  my  pockets.	did  you  look  in  your  desk? 
,did  you  look  in  your  desk?	yes.  it  isn't  there ,  either. 
,yes.  it  isn't  there ,  either.	it's  probably  around  somewhere. 
,it's  probably  around  somewhere.	oh ,  well ,  it  only  cost  me  a  dollar. 
,oh ,  well ,  it  only  cost  me  a  dollar.	only  a  dollar?  don't  even  look  for  it. 
,gravity  is  very  important.	what  is  gravity? 
,what  is  gravity?	it's  the  force  that  pulls  everything  down. 
,it's  the  force  that  pulls  everything  down.	i  don't  understand. 
,i  don't  understand.	if  you  pour  water  into  a  glass ,  the  water  goes  down  into  the  glass. 
,if  you  pour  water  into  a  glass ,  the  water  goes  down  into  the  glass.	of  course  it  does. 
,of  course  it  does.	without  gravity ,  the  water  would  go  up. 
,without  gravity ,  the  water  would  go  up.	you're  joking. 
,you're  joking.	without  gravity ,  you  would  go  up. 
,without  gravity ,  you  would  go  up.	what  do  you  mean? 
,what  do  you  mean?	you  would  float  into  the  sky  like  a  balloon. 
,you  would  float  into  the  sky  like  a  balloon.	that  would  be  fun! 
,i  can't  read  my  book.	turn  on  the  light. 
,turn  on  the  light.	the  light  is  on. 
,the  light  is  on.	open  the  book. 
,open  the  book.	the  book  is  open. 
,the  book  is  open.	see  an  eye  doctor. 
,see  an  eye  doctor.	that's  what  i  need  to  do. 
,that's  what  i  need  to  do.	he'll  give  you  a  prescription  for  glasses. 
,he'll  give  you  a  prescription  for  glasses.	i'll  make  an  appointment  tomorrow. 
,i'll  make  an  appointment  tomorrow.	i'll  get  the  yellow  pages  for  an  eye  doctor. 
,i'll  get  the  yellow  pages  for  an  eye  doctor.	read  the  phone  number  to  me. 
,read  the  phone  number  to  me.	i'll  read  it  very  loud ,  in  case  your  hearing  is  getting  bad ,  too. 
,what  do  you  need  for  school?	i  need  pencils. 
,i  need  pencils.	anything  else? 
,anything  else?	i  need  a  notebook. 
,i  need  a  notebook.	do  you  need  a  pen? 
,do  you  need  a  pen?	no.  i  already  have  a  pen. 
,no.  i  already  have  a  pen.	do  you  need  a  calculator? 
,do  you  need  a  calculator?	no.  the  teacher  doesn't  permit  calculators. 
,no.  the  teacher  doesn't  permit  calculators.	how  about  a  dictionary? 
,how  about  a  dictionary?	no ,  we  have  a  big  dictionary  in  the  classroom. 
,no ,  we  have  a  big  dictionary  in  the  classroom.	well ,  i  guess  that's  it. 
,well ,  i  guess  that's  it.	yes ,  that's  all  i  need  for  now. 
,i  like  this  magazine.	so  do  i. 
,so  do  i.	i  read  it  once ,  and  i  subscribed. 
,i  read  it  once ,  and  i  subscribed.	it  gives  you  all  the  news. 
,it  gives  you  all  the  news.	all  the  news  in  only  50  pages. 
,all  the  news  in  only  50  pages.	i  like  the  political  cartoons. 
